cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3145901,1,3,1336725,413206,2,3,3,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,200,,550245606981622,563276229297209
3145901,1,3,1475731,432614,2,24,1,4,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1471281,473592,2,38,1,1,2,2,2,1,3,,,,4,4,1,1,,2,4,937,1,12,11244,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1535820,489482,2,12,3,4,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1356063,495462,2,4,3,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1527500,497140,1,0,3,4,3,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1514894,504504,1,42,2,4,2,1,2,1,3,,,,4,1,2,2,2,,,0,1,4,4368,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1519010,505469,1,33,1,1,2,1,1,1,3,,,,13,,,2,2,,,0,2,,,0,1015,0,0,0,550245606981622,563276229297209
3145901,1,3,1388632,506487,1,17,5,2,1,2,2,1,3,,,,8,3,1,1,,2,1,300,1,5,1500,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1515035,518473,2,4,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1483842,518799,1,33,2,4,1,2,2,1,3,,,,5,8,1,1,,2,1,350,1,12,4200,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1521958,524145,2,3,3,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1540394,527645,2,24,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,554,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1468462,529198,1,14,3,1,2,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1474045,530345,1,0,3,4,1,1,2,2,1,1,1,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1339524,536842,1,6,3,1,1,1,2,2,1,1,3,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1531086,551874,2,13,8,4,2,2,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1339524,554996,2,26,1,1,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,300,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1428537,560955,1,52,2,1,2,2,2,1,3,,,,8,2,2,2,2,,,360,1,6,2160,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1510754,565395,1,13,3,4,1,1,2,1,1,1,7,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1427381,594217,2,20,1,1,2,1,2,1,3,,,,8,1,2,1,,1,1,100,1,2,200,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1381856,597729,2,47,1,4,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1374492,602655,1,75,6,4,2,2,2,1,4,,,,,,,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1395092,629397,1,20,3,4,2,2,2,1,3,,,,5,5,2,1,,2,4,1070,1,12,12840,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1520358,632070,1,68,2,4,2,2,2,2,4,,,,,,,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1463566,637957,1,61,2,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1474163,639504,2,24,3,1,2,1,2,1,3,,,,8,3,1,1,,2,4,937,1,4,3748,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1392766,673859,2,36,1,4,2,1,2,1,3,,,,4,4,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1387996,678436,1,37,2,4,2,2,2,1,3,,,,12,,,1,,2,1,400,1,2,640,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1432804,684755,1,27,2,4,2,1,2,1,3,,,,8,1,2,1,,2,1,1000,1,12,12000,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1449183,684890,1,29,3,4,2,2,2,1,3,,,,8,3,1,1,,2,4,1340,1,12,16080,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1439010,716474,1,10,3,4,2,1,1,1,1,1,5,3,,,,,,,,,,,,,954,,0,,550245606981622,563276229297209
3145901,1,3,1355977,722259,2,21,1,4,1,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1484242,726810,2,32,1,4,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1493122,747569,2,5,3,4,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1544875,776572,2,43,1,4,2,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1498034,834650,1,5,3,4,1,2,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1451040,883303,1,45,2,2,2,2,2,1,3,,,,8,3,1,1,,2,4,2440,1,12,29280,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1434239,883447,1,1,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1367944,895012,2,58,1,4,2,2,2,2,4,,,,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1429874,943938,2,11,5,4,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,110,,550245606981622,563276229297209
3145901,1,3,1380399,958573,1,57,2,2,2,2,2,1,3,,,,4,4,1,1,,2,4,954,1,12,11448,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1449375,993089,2,18,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1398827,1020463,1,44,3,4,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1525851,1025291,2,14,3,1,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1448189,1035861,2,57,1,1,1,1,2,1,3,,,,4,4,1,1,,2,8,937,1,12,11244,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1523689,1040822,2,67,1,4,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,766,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1544769,1045165,1,70,1,2,2,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1342292,1055556,1,5,3,1,2,1,2,2,1,1,3,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1499762,1055941,1,67,1,4,2,1,2,1,3,,,,6,7,2,2,2,,,0,2,,,0,910,0,0,0,550245606981622,563276229297209
3145901,1,3,1527340,1057595,1,5,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,200,,550245606981622,563276229297209
3145901,1,3,1489281,1065445,2,6,3,4,1,2,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1354250,1096560,2,4,3,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1394919,1110244,2,35,1,1,1,1,2,1,3,,,,5,5,2,2,2,,,0,1,9,8433,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1382713,1122559,1,75,1,2,2,1,1,2,3,,,,4,3,2,2,2,,,0,2,,,0,954,0,0,0,550245606981622,563276229297209
3145901,1,3,1463275,1164510,2,23,1,4,2,1,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1381311,1167628,2,45,1,4,2,2,2,1,3,,,,5,5,2,1,,2,4,985,1,12,11820,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1361082,1199802,2,8,3,4,2,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1514510,1240216,1,49,1,1,2,2,2,1,3,,,,5,5,2,1,,2,1,1209,1,12,11418,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1498007,1273988,2,79,1,4,2,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1387604,1278832,2,37,1,1,1,2,2,1,3,,,,5,7,2,2,2,,,200,1,6,1200,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1457755,1290565,1,40,1,4,3,2,1,1,3,,,,4,3,2,2,2,,,0,2,,,0,954,0,0,0,550245606981622,563276229297209
3145901,1,3,1507936,1297125,2,1,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1471281,1306665,1,47,2,4,2,2,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1434087,1336284,1,3,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1515179,1343444,1,9,3,2,1,1,2,2,1,1,5,5,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1544256,1348832,2,49,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1420513,1356276,2,28,1,4,2,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,400,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1442035,1357605,1,5,3,4,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1459423,1381037,2,33,1,4,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1357842,1410285,2,23,1,1,2,1,2,1,3,,,,8,2,2,1,,2,4,806,1,5,4030,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1407790,1454188,2,11,3,4,2,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1395092,1485016,2,21,9,4,2,2,2,1,1,1,5,6,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1441168,1502417,1,10,3,4,2,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1420734,1520598,1,48,2,4,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1425908,1558990,2,33,1,4,2,2,2,1,3,,,,8,1,2,1,,2,4,1040,1,4,4280,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1423239,1595661,2,32,1,3,1,1,2,1,3,,,,8,3,1,1,,2,4,1073,1,12,12876,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1430085,1597477,2,33,2,4,2,2,2,1,3,,,,5,7,2,1,,2,1,1300,1,12,15600,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1464004,1646623,1,9,3,4,2,1,2,1,2,1,6,3,,,,,,,,,,,,,0,,100,,550245606981622,563276229297209
3145901,1,3,1507393,1678486,2,19,1,2,1,2,2,1,3,,,,8,3,1,1,,2,4,1093,1,12,13116,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1405334,1722294,1,16,3,4,1,1,2,1,1,1,5,8,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1451040,1728288,2,18,3,4,2,1,2,1,1,1,11,,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1387419,1737393,1,61,2,4,1,2,1,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550245606981622,563276229297209
3145901,1,3,1483905,1739919,1,9,3,4,2,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,300,,550245606981622,563276229297209
3145901,1,3,1519116,1741418,1,22,3,2,2,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1487303,1764884,1,8,3,4,1,1,2,1,1,1,3,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1533536,1808932,2,62,1,4,2,1,2,1,3,,,,4,1,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1391592,1809160,2,76,6,4,2,2,2,2,4,,,,,,,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1507393,1809949,1,21,2,4,2,2,2,1,3,,,,5,6,2,1,,2,4,984,1,11,10862,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1494637,1810752,2,47,1,4,2,2,2,1,3,,,,4,4,1,1,,2,1,270,1,3,810,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1358675,1814609,1,64,2,4,2,2,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1339524,1817650,1,8,3,1,1,1,2,2,1,1,3,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1481158,1821263,1,8,3,4,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1432804,1842749,2,55,6,4,1,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1451040,1842812,1,0,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1360232,1845446,2,37,1,1,2,2,2,1,3,,,,5,8,1,2,2,,,0,1,9,9882,0,0,954,0,0,550245606981622,563276229297209
3145901,1,3,1417212,1847167,2,66,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1530394,1855554,2,5,3,4,1,1,1,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1471005,1865099,1,16,5,4,2,1,2,1,1,1,4,6,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1338889,1868106,1,35,2,2,1,1,2,1,3,,,,5,6,2,1,,2,4,1369,1,2,2738,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1492358,1884090,2,14,3,1,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1358675,1889920,2,63,1,2,2,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1339682,1909530,2,44,1,4,2,1,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,954,550245606981622,563276229297209
3145901,1,3,1518024,1925338,2,59,2,4,2,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1384428,1929767,2,15,3,4,2,1,2,1,1,1,7,1,,,,2,2,,,200,1,2,400,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1384428,1947482,1,11,3,4,2,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1329438,1951072,2,24,1,4,2,1,2,1,1,1,11,,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1370516,1955288,1,4,3,1,1,1,2,2,1,1,5,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1449451,1957548,2,27,2,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,1,3,2862,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1418560,1965405,2,48,6,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1452716,1979945,2,14,3,4,2,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1523331,1981811,2,8,3,4,2,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1458543,1991384,2,60,1,1,2,1,1,1,3,,,,5,8,1,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1444550,2002066,2,32,2,4,2,2,2,1,3,,,,8,3,1,1,,2,4,880,1,12,10560,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1419400,2030797,2,55,1,4,1,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1524589,2031063,2,5,3,4,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1484108,2062521,2,27,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1432804,2092261,2,26,1,4,2,1,2,1,3,,,,8,1,2,2,2,,,0,1,11,10175,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1451040,2115899,2,44,1,4,2,2,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1329438,2130710,2,6,3,4,2,1,2,2,1,1,5,3,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1494979,2132739,1,25,2,4,2,1,2,1,3,,,,5,6,2,1,,2,1,1200,1,12,14400,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1373137,2152311,1,21,1,4,2,1,1,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1527500,2156767,2,31,1,4,2,1,2,1,3,,,,5,5,2,2,2,,,0,1,8,7632,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1478074,2176464,1,27,3,4,2,2,2,1,3,,,,5,6,2,1,,2,1,1000,1,12,12000,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1328756,2189399,2,37,1,4,2,2,1,1,3,,,,8,3,1,2,2,,,0,2,,,0,937,0,0,0,550245606981622,563276229297209
3145901,1,3,1414240,2189997,2,29,1,4,2,1,2,1,3,,,,5,7,2,1,,2,4,222,1,12,2664,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1449123,2200498,2,5,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1340308,2210377,2,46,1,4,2,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1530394,2257239,1,0,3,4,2,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1365586,2266831,2,7,3,2,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,250,,550245606981622,563276229297209
3145901,1,3,1531086,2287813,2,16,1,4,2,2,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1329638,2308908,2,3,3,4,2,1,2,2,1,1,2,,,,,,,,,,,,,,0,,85,,550245606981622,563276229297209
3145901,1,3,1435893,2334762,1,17,3,1,2,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,133,0,550245606981622,563276229297209
3145901,1,3,1457839,2348358,1,34,2,4,2,2,2,1,3,,,,4,4,1,1,,2,1,800,1,4,3200,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1418394,2364992,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1406825,2370656,2,37,1,4,2,1,2,1,1,1,10,,,,,1,,2,4,468,1,3,1404,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1448189,2395100,1,10,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1434239,2396472,2,19,1,2,1,1,2,1,3,,,,8,3,1,2,2,,,0,1,10,3000,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1360232,2405921,2,12,3,4,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,60,,550245606981622,563276229297209
3145901,1,3,1483055,2409780,2,36,1,4,1,2,2,1,3,,,,8,3,1,1,,2,4,827,1,8,7407,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1521958,2420216,2,24,1,1,2,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1430346,2482803,1,14,3,4,2,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1423239,2498646,1,37,2,4,2,1,2,1,3,,,,8,3,1,2,2,,,0,1,2,3376,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1406825,2513978,1,6,3,4,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1340991,2521359,1,13,3,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550245606981622,563276229297209
3145901,1,3,1539180,2545713,2,17,1,4,2,1,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
3145901,1,3,1457839,2550886,1,16,3,4,2,1,2,1,3,,,,6,4,2,2,2,,,0,2,,,0,0,0,0,0,550245606981622,563276229297209
